desc,variable,value
有機15果糧香脆條(單條),bcode2,
有機15果糧香糧脆粒,bcode2,
有機15果糧脆脆粒,bcode2,
有機３色胚芽米片,bcode2,
有機3色發芽米糊,bcode2,
有機８穀片,bcode2,
有機人蔘紅棗茶,bcode2,
有機八寶粥,bcode2,
有機十穀即食燕麥片,bcode2,
有機三色藜麥454g,bcode2,
有機三色藜麥片250g,bcode2,
有機三葉草蜂蜜(1000g),bcode2,
有機三葉草蜂蜜(250g),bcode2,
有機三葉草蜂蜜(500g),bcode2,
有機大黑棗 300g,bcode2,
有機大燕麥片,bcode2,
有機五穀粉 - 有糖(家庭用),bcode2,
有機五穀粉(10小包),bcode2,
有機木瓜檸檬酵素,bcode2,
有機木耳膠原飲,bcode2,
有機冬陰功（椰漿及泰國青檸檬）,bcode2,8859060300092
有機玄米片,bcode2,
有機甘津,bcode2,
有機甘栗仁,bcode2,
有機白米米粉,bcode2,4710799300125
有機白胡椒粉,bcode2,
有機全麥面,bcode2,
有機肉桂粉,bcode2,
有機西梅,bcode2,
有機西梅汁,bcode2,723153634327
有機冷壓亞麻籽油,bcode2,
有機即沖朱古力8穀營養餐,bcode2,
有機即沖朱古力8穀營養餐,bcode2,8856977100067
有機即沖朱古力8穀營養餐,bcode2,
有機即沖芝麻8穀營養餐,bcode2,8856977100128
有機即沖芝麻8穀營養餐,bcode2,
有機即沖芝麻8穀營養餐,bcode2,
有機即沖芝麻8穀營養餐(無糖),bcode2,8856977100050
有機即沖芝麻8穀營養餐(無糖),bcode2,
有機即沖芝麻8穀營養餐(無糖),bcode2,
有機即沖蕓呢那8穀營養餐,bcode2,
有機即食杞子,bcode2,
有機即食黑麥片,bcode2,
有機即食綜合穀麥片,bcode2,
有機即溶苔麩片250g,bcode2,
有機杏脯果乾,bcode2,
有機決明子茶,bcode2,
有機豆奶,bcode2,4711574558144
有機豆奶粉,bcode2,
有機豆奶粉（袋裝）,bcode2,
有機豆瓣醬（大）,bcode2,
有機豆瓣醬（細）,bcode2,6921204802488
有機乳酪,bcode2,
有機亞麻仁子,bcode2,
有機初榨冷壓椰子油473ml,bcode2,
有機初榨冷壓椰子油-710ml,bcode2,
有機初榨椰子油207ml,bcode2,
有機初榨椰子油25ml,bcode2,8857121775261
有機咖啡,bcode2,
有機咖喱,bcode2,
有機奇亞籽桑椹飲,bcode2,
有機岩鹽,bcode2,
有機果醬,bcode2,
有機芝麻粒,bcode2,8859060300290
有機芭樂汁,bcode2,
有機花生,bcode2,
有機花生350g,bcode2,4891489222153
有機金黃葡萄乾,bcode2,4712511474855
有機青綠葡萄乾,bcode2,
有機青檸粉,bcode2,8859060300245
有機帝皇菜糙米面(special off),bcode2,
有機枸杞子,bcode2,
有機洋薏仁,bcode2,
有機洛神龍珠果酵素,bcode2,
有機活力米香捲,bcode2,
有機眉豆1lb,bcode2,
有機秋木耳（小盒）,bcode2,
有機紅石榴藍莓汁,bcode2,
有機紅石榴藍莓汁,bcode2,
有機紅豆,bcode2,4891489222184
有機紅豆350g,bcode2,4897014722662
有機紅豆奶360ml/瓶,bcode2,
有機紅咖喱（椰漿+甜羅勒）,bcode2,8859060300061
有機紅酒2002,bcode2,
有機紅酒2008,bcode2,
有機紅酒2009,bcode2,
有機紅薏仁,bcode2,
有機紅薏仁綠豆湯,bcode2,4710336106333
有機美國即沖麥片,bcode2,4891489000577
有機美國紫無花果乾,bcode2,
有機胚芽水果多穀早餐,bcode2,
有機胚芽朱古力多脆塊,bcode2,
有機胚芽朱古力多穀早餐,bcode2,
有機胚芽紅米穀片,bcode2,
有機胚芽糙米穀片,bcode2,
有機茄汁,bcode2,
有機食品福袋O1,bcode2,
有機食品福袋O2,bcode2,
有機食品禮籃O3,bcode2,
有機香茅粉,bcode2,8859060300221
有機香料,bcode2,
有機香草,bcode2,
有機香菇胚芽米粥 (3包),bcode2,
有機香菇胚芽米粥（試食裝）,bcode2,
有機香菇菠菜胚芽米粥,bcode2,
有機香醇黑糖,bcode2,
有機埃及豆(雪蓮子),bcode2,
有機姬松茸,bcode2,6935953593627
有機核桃 (無烘焙),bcode2,
有機桑椹果粒凍,bcode2,
有機海帶片,bcode2,
有機海帶絲,bcode2,
有機烏龍茶,bcode2,
有機烏龍茶,bcode2,
有機純紅石榴汁,bcode2,
有機純紅石榴汁 314ml,bcode2,
有機茶佳葉龍茶 (無糖),bcode2,
有機茶烏龍 (無糖),bcode2,
有機乾乳酪-草莓,bcode2,
有機健康禮籃,bcode2,
有機梅精,bcode2,
有機甜脆粟,bcode2,
有機荷荷芭油,bcode2,
有機速食野菜紅米粥,bcode2,
有機速食野菜紅米粥 (3包),bcode2,
有機速食紫菜紅米粥,bcode2,
有機速食紫菜紅米粥 (3包),bcode2,
有機麥蘆卡蜂蜜(1000g),bcode2,
有機麥蘆卡蜂蜜(250g),bcode2,
有機麥蘆卡蜂蜜(500g),bcode2,
有機提子乾,bcode2,
有機無糖豆乳360ml,bcode2,
有機猴頭菇,bcode2,
有機發芽米糊**香蕉及南瓜,bcode2,
有機發芽米糊**香蕉及菠菜,bcode2,
有機發芽黃豆,bcode2,
有機發芽糙米1kg,bcode2,
有機發酵果汁（蘋果味，蜜桃味，紅梅味）,bcode2,
有機粟米,bcode2,
有機粥- 3款合1,bcode2,
有機紫米八寶粥,bcode2,
有機紫米八寶粥,bcode2,
有機紫菜,bcode2,
有機紫菜60g,bcode2,
有機紫菜芝麻,bcode2,
有機菊花,bcode2,
有機菜 2,bcode2,
有機菜 3,bcode2,
有機菜（4等）,bcode2,
有機菜（5等）,bcode2,
有機菜（三等）,bcode2,
有機菜1,bcode2,
有機菠蘿脆片,bcode2,
有機雲耳玉露(低糖),bcode2,
有機雲耳玉露（低糖）,bcode2,
有機雲耳玉露(原味 ),bcode2,
有機雲耳玉露（原味）,bcode2,
有機黃豆,bcode2,8859060300320
有機黃豆350g,bcode2,4897014722679
有機黃豆薄鹽醬油,bcode2,
有機黃咖喱（椰漿）,bcode2,8859060300115
有機黃耆,bcode2,
有機黑木耳,bcode2,
有機黑米350g,bcode2,4891489000386
有機黑豆黑芝麻奶粉,bcode2,
有機黑豆醬油,bcode2,
有機黑芝麻,bcode2,
有機黑芝麻米糧香脆條,bcode2,
有機黑芝麻香脆粒,bcode2,
有機黑芝麻粉,bcode2,
有機黑芝麻糊,bcode2,
有機黑芝麻糊(加薑),bcode2,
有機黑芝麻糊（獨立包裝）,bcode2,
有機黑胡椒粉,bcode2,
有機黑麥,bcode2,4891489000614
有機黑麥仁,bcode2,
有機黑麥汁(悅心),bcode2,
有機黑糖1lb,bcode2,4891489081033
有機黑糯米1kg,bcode2,
有機椰子果醋240ml,bcode2,
有機椰子油(斯里蘭卡),bcode2,
有機椰子花蜜,bcode2,
有機椰子花蜜糖,bcode2,
有機椰子花糖,bcode2,
有機椰子醬,bcode2,
有機椰奶粉（購買椰子油473ml，以$10換購）,bcode2,
有機椰糖,bcode2,
有機腰果 (無烘焙),bcode2,
有機葡萄柚汁,bcode2,
有機蜂蜜杏仁腰果,bcode2,
有機補氣茶,bcode2,
有機綜合果仁麥片,bcode2,
有機綜合堅果 (無烘焙),bcode2,
有機綜合蔬果汁,bcode2,4711574560147
有機綜合養生果仁,bcode2,
有機綠豆,bcode2,8859060300276
有機綠茶薏仁糊,bcode2,
有機舞茸,bcode2,6935953593610
有機辣椒粉,bcode2,
有機辣椒醬200ml,bcode2,8859060300498
有機銀耳（小盒）,bcode2,
有機鳳梨汁,bcode2,
有機鳳梨胡蘿蔔汁,bcode2,
有機鳳梨脆片,bcode2,
有機熱情果醬220g,bcode2,8854843000503
有機蓮子,bcode2,
有機蔬果汁,bcode2,
有機蔬果汁 350mL,bcode2,
有機燒茄子蕃茄醬,bcode2,
有機燕麥仁,bcode2,
有機燕麥果麥片,bcode2,
有機燕麥面（即沖）,bcode2,4711601135294
有機糖蜜,bcode2,
有機蕃茄汁,bcode2,
有機蕃茄醬,bcode2,
有機蕎麥面（換購品）,bcode2,4711601135300
有機龍舌蘭蜜660g,bcode2,7503021714213
有機龍舌蘭蜜糖,bcode2,
有機龍神花果醬22g,bcode2,8854843000502
有機糙米 1lb<新豐>,bcode2,4891489000942
有機糙米1kg（OFARM),bcode2,
有機糙米小圈圈（巧克力）,bcode2,9555235990103
有機糙米脆餅-奇異籽,bcode2,
有機糙米脆餅-海鹽香醋,bcode2,
有機糙米脆餅-黑米,bcode2,885878540078
有機糙米脆餅-綠茶海苔,bcode2,
有機糙米脆餅-酸忌廉韭菜,bcode2,
有機糙米餅,bcode2,
有機糙米麩(無糖),bcode2,
有機糙米纖維粉3包裝,bcode2,
有機糙米纖維粉8包裝,bcode2,
有機薏仁糊(無糖),bcode2,8856977100111
有機薑,bcode2,
有機禮籃O3,bcode2,
有機醬油,bcode2,
有機藜麥300g,bcode2,
有機蘆薈百香果酵素,bcode2,
有機蘋果脆片,bcode2,
有機蘋果脆片,bcode2,
有轆可摺助行架 W44X H78-96CM,bcode2,
有鎖掣切藥丸器,bcode2,
有鎖掣切藥丸器，透明綠,bcode2,
有鎖掣切藥丸器，透明藍(N),bcode2,
灰頭銀身灰腳手杖,bcode2,
百合杏仁粉（16小包）,bcode2,4710960912225
百合杏仁粉（獨立小包）,bcode2,4710960762226
百花蜜,bcode2,
百花蜜  (500gm),bcode2,
百香果醬,bcode2,
竹炭包,bcode2,
竹炭包（中）,bcode2,
竹炭包特惠裝 (四件套裝),bcode2,
竹炭石鹼(3件裝),bcode2,
竹炭防滑坐墊,bcode2,
竹炭眼罩,bcode2,
竹炭眼罩,bcode2,
竹炭酥  200克,bcode2,
竹炭酥  201克,bcode2,
竹炭調整型連指護腕A1-203F,bcode2,
竹炭調整型護腕A1-202F,bcode2,
竹炭鞋墊,bcode2,
竹香咖啡(濾泡式),bcode2,
竹碳碳包,bcode2,
竹碳碳包,bcode2,
竹醋液,bcode2,
竹醋貼（8片),bcode2,
米餅 280g,bcode2,4710879005582
米醋100ml,bcode2,
老人椅 BS-7176 防火標準附餐托板及活動腳踏,bcode2,
老花鏡,bcode2,0001101
老薑母茶（18小包）,bcode2,4710960778081
老薑母茶（獨立小包）,bcode2,4710960768082
老薑母茶粉,bcode2,
老薑母茶塊,bcode2,
老薑黑糖轉310g,bcode2,
肌力拉筋帶(5M),bcode2,
肌力拉筋帶(紫色)5M,bcode2,
肌力拉筋帶(銀色)5M,bcode2,
自走用輪椅鼓式?車(重11.5kg),bcode2,
自動吹氣墊,bcode2,
自然風素拌醬,bcode2,
自然素材-山葵脆餅,bcode2,
自然素材-胡椒脆餅,bcode2,
自然素材-蒜香脆餅,bcode2,
自然素材-蔥燒脆餅,bcode2,
衣物溫和漂白劑,bcode2,
衣櫃用碳包130g,bcode2,
位元堂中醫防掉髮洗髮露（防屑配方）,bcode2,
位元堂中醫防掉髮洗髮露（烏髮配方）,bcode2,
位元堂中醫防掉髮洗髮露（強韌配方）,bcode2,4891811320250
位元堂五指毛桃燉雞湯320g,bcode2,4891811332352
位元堂包裝精選鯰魚膠,bcode2,
位元堂原味龜苓膏200g,bcode2,4891811348643
位元堂唧唧龜苓爽（秋梨味）250g,bcode2,
位元堂唧唧龜苓爽（原味）250g,bcode2,4891811365787
位元堂唧唧龜苓爽（椰果味）250g,bcode2,4891811365794
位元堂唧唧龜苓膏250g(菊花）,bcode2,
位元堂猴頭菇響螺燉雞湯320g,bcode2,4891811332338
位元堂當歸紅棗燉烏雞320g,bcode2,4891811332345
位元堂瑤柱蟲草燉湯320g,bcode2,4891811332369
位元堂精選蟲草花（2兩裝）,bcode2,
位元堂鮑汁螺片,bcode2,
位元堂龜苓膏2杯裝（士多啤梨味）100g,bcode2,
位元堂龜苓膏2杯裝（奇異果）100g,bcode2,
位元堂龜苓膏2杯裝（提子味）100g,bcode2,
位元堂龜苓膏2杯裝（藍莓味）100g,bcode2,
位元堂雙層潤喉軟糖（川貝枇杷配方）,bcode2,4891811365725
位元堂雙層潤喉軟糖（蜂膠八仙果配方）,bcode2,4891811365732
位元堂雙層潤喉軟糖（蜂膠羅漢果配方）,bcode2,4891811365749
位元堂靈芝龜苓膏200g,bcode2,4891811348650
冷熱墊28X11CM,bcode2,
冷熱墊42X36.5CM,bcode2,
利秘樂口服液 200ml,bcode2,
利秘樂口服液 200ml-有助排便之果糖漿 Laevolac - 200ml,bcode2,
助行手推車,bcode2,
即沖朱古力8轂營養餐,bcode2,
吟香梅汁,bcode2,
坐墊JML1,bcode2,
宏亞蜜蘭諾-可可8入,bcode2,
宏亞蜜蘭諾-杏仁千層8入,bcode2,
宏亞蜜蘭諾-楓糖8入,bcode2,
希必定消毒藥水25包/盒,bcode2,
"床墊紙 17"" X 24"" (10張/包)                                  ",bcode2,
"床墊紙 23"" X 36"" (10張/包)                                  ",bcode2,
床褥,bcode2,
快凝寶,bcode2,
折背大輪手動輪椅（紅18吋）,bcode2,
杏仁海苔酥,bcode2,
杏仁海苔酥,bcode2,
杏仁粉,bcode2,
杏仁糊,bcode2,
杏仁糊,bcode2,
"沖涼扶手24""                                                 ",bcode2,
沙茶醬,bcode2,
秀山榨菜 (即食),bcode2,
"肘關節矽膠墊片護套 Coolmax Tennis Elbow Support, One size fi",bcode2,
角角香蕉片（BBQ）,bcode2,
角角香蕉片（芝士玉米）,bcode2,
角角香蕉片（原味）,bcode2,
豆脆片,bcode2,
豆豉香魚辣椒,bcode2,
豆豉香魚辣椒240,bcode2,
豆豉朝天辣椒,bcode2,
足跟墊/對,bcode2,
車用頸枕,bcode2,
里仁天然無泡沫牙膏144g,bcode2,
里仁天然無泡沫牙膏50g,bcode2,
里仁有機蔬果酵素原液(無糖),bcode2,
里仁有機轉型期蔬果酵素(有糖),bcode2,
里仁無泡沫牙膏,bcode2,
里仁煎餅(杏仁)特價,bcode2,
防褥瘡坐墊,bcode2,
亞麻仁籽,bcode2,
亞麻仁養生薄餅,bcode2,
亞麻籽水果酵素餅,bcode2,
亞麻堅果酥,bcode2,
佳膳（糖尿配方）,bcode2,7613033866999
佳膳奶粉（細罐）,bcode2,
佳膳成人升級配方,bcode2,
佳膳成人升級配方800G,bcode2,7613033869518
佳膳成人配方400g,bcode2,
佳膳成人配方奶粉400g,bcode2,
佳膳糖尿配方,bcode2,
佳膳糖適400g,bcode2,
佳膳纖維400g,bcode2,
佳膳纖維配方,bcode2,7613033844744
佳膳纖維配方400G,bcode2,
使立消（士多啤梨味）慈善換購價,bcode2,4895173212437
兒童佳膳400G,bcode2,
其他有機菜2,bcode2,
初榨椰子油473ml,bcode2,
刺痛靈 潘氏鎮痛膏,bcode2,4897024471079
味付海苔(原味),bcode2,
味榮有機香醇腐乳,bcode2,
味榮有機乾豆豉,bcode2,
味榮有機濕豆豉,bcode2,
味噌沖泡麵,bcode2,
和然有機大豆瓣醬（800g）,bcode2,
和然有機醬油（500ml）,bcode2,
咖哩粉,bcode2,
"夜用金裝 ""護理寶""隨意貼成人紙尿片-大碼                      ",bcode2,
官燕棧花膠雪耳燉西施骨湯,bcode2,
官燕棧甜脆核桃,bcode2,
官燕棧猴頭菇燉響螺燉雞湯,bcode2,
官燕棧當歸紅棗煲雞湯,bcode2,
官燕棧靈芝蟲草花燉雞湯,bcode2,
岳盛小阿姨黑糖薑母茶,bcode2,
怡保康400g,bcode2,
怡保康400g,bcode2,4891035043478
怡美軒寄賣產品,bcode2,
怡美軒寄賣產品02,bcode2,
怡寶康900G,bcode2,
拐杖椅,bcode2,
拐杖椅(灰色),bcode2,
"拐杖腳, 四腳拐杖腳適用（灰色）19MM",bcode2,
"拐杖腳, 四腳拐杖腳適用（啡色）19MM",bcode2,
"拐杖腳, 四腳拐杖腳適用（黑色）19MM",bcode2,
放大鏡指甲鉗 (日美牌) #B 690,bcode2,
放大鏡指甲鉗 (博友牌) #190,bcode2,
放大鏡趾甲鉗 # 185,bcode2,
放大鏡趾甲鉗 (纖巧型),bcode2,
放水圍裙,bcode2,
明愛雙黃白蓮蓉月餅,bcode2,
易康寄賣產品,bcode2,
杭州胎菊75g,bcode2,
杭州胎菊75g,bcode2,
東南黑麥汁,bcode2,4716820880239
松鶴片心(L）,bcode2,
松鶴片心細碼（20片/包）,bcode2,
板栗,bcode2,
枇杷羅漢果,bcode2,
果片餐,bcode2,
果醋（青梅）,bcode2,
果醋（桂花酸梅湯）,bcode2,
果醋（極品烏梅）,bcode2,
果醋（葡萄）,bcode2,
果醋（蜜桃）,bcode2,
果醋（鳳梨）,bcode2,
果醋（蘋果）,bcode2,
油切冷泡純綠茶,bcode2,
油切綠茶試飲包,bcode2,
泡菜麵,bcode2,
炊飯碳,bcode2,
爭鮮天津有機甘栗（已剝殼）,bcode2,
玫瑰岩鹽,bcode2,
玫瑰花,bcode2,
玫瑰花茶,bcode2,
矽膠 3/4 掌墊  (中),bcode2,
矽膠全掌墊 (37-38),bcode2,
"矽膠全掌墊 (39, 40, 42, 44)",bcode2,
矽膠足跟墊 (中),bcode2,
肩膊矯形帶 (大碼),bcode2,
芝麻巧果,bcode2,
芝麻粒,bcode2,
芝麻糊（獨立包裝）,bcode2,
芬蘭有機-四合一燕麥片,bcode2,4897014723034
芬蘭有機-即溶燕麥片（大片）,bcode2,
芬蘭有機-黑麥片,bcode2,
芬蘭有機燕麥片,bcode2,4897014722877
花生巧克力,bcode2,
花生醬,bcode2,
花紋手杖,bcode2,
"花紋拐杖,深木紋",bcode2,
"花紋拐杖,深木紋",bcode2,
"花紋拐杖,黑底碎花",bcode2,
"花紋拐杖,碎花紋",bcode2,
花紋摺機,bcode2,
花茶（土象）,bcode2,
花茶（水象）,bcode2,
花茶（火象）,bcode2,
花茶（風象）,bcode2,
花寶全能培植土1L,bcode2,4891094653106
金桔軟糖,bcode2,
金桔鮮果乾(150g),bcode2,
金黃亞麻籽仁,bcode2,
金裝禮盒,bcode2,
金鉤朝天辣椒,bcode2,
長者八達通表-classic black,bcode2,
長者八達通表MM02C,bcode2,
長者拐杖傘（混色）長63CM,bcode2,
長者拐杖傘（混色）短,bcode2,
長意粉（500g）,bcode2,8007255060034
阿里山老薑小黑糖,bcode2,
阿根廷超大無籽葡萄乾-425g,bcode2,
阿麻籽粉,bcode2,
雨林咖啡酥,bcode2,
青仁黑豆粉,bcode2,
青草茶,bcode2,
青澀梅果醋600ml/支,bcode2,
保健頸椎棒,bcode2,
保健頸椎棒,bcode2,
保暖衫,bcode2,
保暖褲襪,bcode2,
保暖襪（半統長襪）,bcode2,
保護頸U枕,bcode2,
保護頸U枕,bcode2,
前掌墊 MIA Metatarsal Cushion - Exrtra Soft （白色）,bcode2,000164
前掌墊 MIA Metatarsal Cushion - Exrtra Soft （藍色）,bcode2,000163
勁咬脆米片-香蔥味,bcode2,
南瓜玉米濃湯,bcode2,
南杏洛神甜心,bcode2,
南棗核桃糕,bcode2,
南棗核桃糕,bcode2,
南棗核桃糕350g,bcode2,
南薑糖,bcode2,
品高3層口罩（50個裝）,bcode2,
品高3層口罩（獨立包裝）,bcode2,
室內無線電話 Amytel France,bcode2,
帝皇菜即食面（冬蔭功）75g,bcode2,8850987139000
拜安康血糖紙CONTOUR 50 STRIPS,bcode2,
拜安康血糖試紙,bcode2,
拜耳贈品（三骨雨傘）,bcode2,
拾物器 10209BZ,bcode2,
指壓按摩球 (2 只),bcode2,2010100111341
枸杞菊花茶（18包）,bcode2,4710960778029
枸杞菊花茶（獨立小包）,bcode2,4710960768020
枸杞菊花養生飲,bcode2,
柚子參,bcode2,
柚子蔘（袋裝）,bcode2,
柚籽皂,bcode2,4710942103160
洋車前子,bcode2,
洋車前子,bcode2,
洋蔥片,bcode2,
洗傷口生理鹽水-JSM,bcode2,
洗傷口消毒藥水-jsm,bcode2,
"洗澡椅27""-33""(愛健樂）                                      ",bcode2,
洛神花茶（無糖15包入）,bcode2,
洛神花茶包,bcode2,
活力檸檬醋600ml/支,bcode2,4710783055185
活性15+麥蘆卡蜂蜜(250g),bcode2,
活性15+麥蘆卡蜂蜜(500g),bcode2,
活性20+麥蘆卡蜂蜜(250g),bcode2,
活性20+麥蘆卡蜂蜜(500g),bcode2,
活性25+麥蘆卡蜂蜜(250g),bcode2,
炸魚皮,bcode2,4897025020344
炸蒜蓉,bcode2,4897025020160
玻璃清潔劑,bcode2,
珊瑚藻,bcode2,
珊瑚藻凍(白葡萄味),bcode2,
珍天素香鬆（原味）300g,bcode2,
珍田-五寶糙米果-180g,bcode2,
珍田-活力十轂玄米棒-180g,bcode2,
皇帝菜即食面（冬菇）75gX3,bcode2,8850987139017
皇帝菜麵（素食）,bcode2,8852523112010
研磨阿里山老薑茶飲,bcode2,
研磨桂圓紅棗海燕窩,bcode2,
約束衣（中碼藍色）,bcode2,
紅火龍果乾,bcode2,
紅外線額頭探體?計,bcode2,
紅外線體溫計,bcode2,
紅布朗 十穀米-900g,bcode2,
紅布朗 台灣濃味杏仁-500g,bcode2,
紅布朗 有機砂糖-500g,bcode2,U000697426
紅布朗 有機高纖燕麥奶盒裝(8入),bcode2,
紅布朗 有機黑糖粉-450g,bcode2,
紅布朗 香醇高鈣燕麥奶罐-850g,bcode2,
紅布朗 香醇黑芝麻粉 500g,bcode2,
紅布朗 黃金亞麻籽粉-350g,bcode2,
紅布朗 黃金蕎麥杏仁茶-500g,bcode2,
紅布朗 黑櫻桃乾-120g,bcode2,
紅布朗 樂活精力湯-450g,bcode2,
紅布朗 蔓越莓乾顆粒(袋)200g,bcode2,
紅布朗 蔓越莓乾顆粒(罐)150g,bcode2,
紅布朗 澳洲天然湖鹽-300g,bcode2,
紅布朗 鹽烤3色Party脆果-170g,bcode2,
紅布朗八珍堅果（會員優惠裝）,bcode2,4713282762608
紅布朗山藥紫米漿-500g,bcode2,
紅布朗天然岩鹽-600g,bcode2,
紅布朗台灣濃味黑穀奶-500g,bcode2,
紅布朗安地斯山玫瑰鹽-300g,bcode2,
紅布朗有機小米-500g,bcode2,
紅布朗有機中低筋麵粉-400g,bcode2,
紅布朗有機全麥麵粉-400g,bcode2,
紅布朗有機有機黑豆-500g,bcode2,
紅布朗有機即食黑麥片-300g,bcode2,
紅布朗有機即食燕麥片-300g,bcode2,
紅布朗有機杏仁果-200g,bcode2,
紅布朗有機亞麻仁籽-400g,bcode2,
紅布朗有機南瓜子-300g,bcode2,
紅布朗有機洋薏仁-500g,bcode2,
紅布朗有機紅豆-500g,bcode2,
紅布朗有機高蛋白黃豆-500g,bcode2,
紅布朗有機高筋麵粉-400g,bcode2,
紅布朗有機高纖燕麥奶 - 800g,bcode2,
紅布朗有機腰果仁-200g,bcode2,
紅布朗有機葵瓜仁-350g,bcode2,
紅布朗有機綜合穀物片-300g,bcode2,
紅布朗有機綠豆-500g,bcode2,
紅布朗杏仁茶（500g）,bcode2,
紅布朗杏仁茶-600g,bcode2,
紅布朗昆布藻鹽-400g,bcode2,
紅布朗玫瑰鹽杏仁果-120g,bcode2,
紅布朗芝麻黑豆漿-500g,bcode2,
紅布朗南杏片,bcode2,
紅布朗洋車前子殼－有機纖維粉,bcode2,
紅布朗紅薏仁粉-500g,bcode2,
紅布朗美國冰茵櫻桃,bcode2,
紅布朗風味堅果五穀漿-500g,bcode2,
紅布朗宮廷補氣茶-6g*12包,bcode2,
紅布朗堅果素香鬆-200g,bcode2,
紅布朗堅果素香鬆-200g,bcode2,
紅布朗甜玉米L,bcode2,
紅布朗荷蘭水解卵磷脂,bcode2,
紅布朗黃金百杏茶  (24包大盒裝),bcode2,
紅布朗黃金百杏茶 (8包小盒裝),bcode2,
紅布朗黃金百杏茶（獨立包裝）,bcode2,
紅布朗黃金晶冰糖,bcode2,
紅布朗黑芝麻粉-500g,bcode2,
紅布朗-輕烘焙-雙桃果仁,bcode2,
紅布朗養生堅果-200g,bcode2,
紅布朗-鹽烤杏仁果（170g）,bcode2,4713282766880
紅李水果軟糖,bcode2,
紅珊瑚藻,bcode2,
紅棗桂圓茶（18包）,bcode2,4710960778036
紅棗桂圓茶（獨立小包）,bcode2,4710960768037
紅棗龍眼黑糖,bcode2,
紅棗醬,bcode2,
紅薏仁粉,bcode2,
紅薏仁粉,bcode2,
紅薏仁粉（袋裝）,bcode2,
紅薏仁粉250g,bcode2,
紅藜棒,bcode2,
紅麴海帶芽湯,bcode2,
紅麴調味料,bcode2,
美人桑堪醋600ml/支,bcode2,
美心月餅（贈品）,bcode2,
美國Aubrey天然杏仁膠原護膚乳,bcode2,
美國Aubrey天然沙棘護膚乳,bcode2,
美國Aubrey天然金銀花玫瑰滋潤洗髮露,bcode2,
美國Aubrey天然金銀花玫瑰滋潤潤髮乳,bcode2,
美國Aubrey天然薔薇果護膚乳,bcode2,
美國Aubrey天然薰衣草依蘭平衡洗髮露,bcode2,
美國Aubrey天然薰衣草依蘭平衡潤髮乳,bcode2,
美國Aubrey天然藍甘菊補濕洗髮露,bcode2,
美國Aubrey天然藍甘菊補濕潤髮乳,bcode2,
美國Aubrey有機雲尼拿蜂蜜護唇膏,bcode2,
美國Aubrey有機橘子護唇膏,bcode2,
美國Aubrey有機薄荷茶樹護唇膏,bcode2,
美國Aubrey有機覆盆子護唇膏,bcode2,
美國有機純紅石榴藍莓汁,bcode2,
美國有機無糖可可粉,bcode2,
美國有機蘋果醋,bcode2,
美國無花果乾,bcode2,8674220000144
美國紫無花果茸月餅 (瓜子),bcode2,
美國紫無花果茸月餅 (原味),bcode2,
美國紫無花果茸月餅 (核桃),bcode2,
美國雅培金裝加營素,bcode2,4891035065913
美聖美國紫無花果月餅券,bcode2,
胎菊,bcode2,
胖達人土鳳梨酥（10件裝）,bcode2,
胖達人方塊酥（10件裝）,bcode2,
胖達人蛋卷,bcode2,
胚芽餅 (8小包),bcode2,4710879005575
胚芽餅(大）,bcode2,
胡麻油,bcode2,
苦瓜茶,bcode2,
苦茶油,bcode2,
苦茶粉,bcode2,
苦茶粉,bcode2,
苦茶粉1公斤,bcode2,
風琴FILE,bcode2,
香米2kg,bcode2,
香茅手工皂,bcode2,
香茅油,bcode2,
香茅透明皂,bcode2,
香烤鹽焗美國杏仁200g,bcode2,
香脆米片（香辣）,bcode2,
香脆米片（原味）,bcode2,8858785400520
香脆米片（燒烤）,bcode2,
香脆鹽焗腰果仁200g,bcode2,
香梅汁 360mL,bcode2,
香菇調味料,bcode2,
香蓮普洱茶（18入）,bcode2,
香醇豆奶粉(特價）,bcode2,
香蕉朱古力,bcode2,
凍乾水果（杏片）,bcode2,
凍乾水果（桑莓）,bcode2,
凍乾水果（草莓）,bcode2,
凍乾水果（草莓）,bcode2,
凍乾水果（無花果）,bcode2,
凍乾水果（蜜桃）,bcode2,
凍乾榴蓮,bcode2,
凍乾雜菇,bcode2,
剝皮辣椒  (辣）,bcode2,
原木扶手椅,bcode2,
原色雞心棗250g,bcode2,
原色雞心棗250g,bcode2,
原味洋芋卷,bcode2,
原味洋芋球,bcode2,
原味燕麥奶,bcode2,
夏威夷豆黑棗糕,bcode2,
家常羅漢果50g,bcode2,
家常羅漢果50g,bcode2,
座地風扇,bcode2,
悅意有機糙米小圈圈,bcode2,9555235990134
悅意有機糙米圈-芝士,bcode2,
悅意芒果蜂蜜醋,bcode2,
悅意蜂蜜醋,bcode2,
悅意糙米香,bcode2,
旅行毛毯,bcode2,
核桃粉,bcode2,
核桃黑米糊500g,bcode2,
核桃糕,bcode2,
桂花烏龍茶,bcode2,
桂圓紅棗小黑糖,bcode2,
桂圓紅棗醋600ml/支,bcode2,
桑椹果醬190g,bcode2,
桑椹果醬240g,bcode2,
桑椹原汁(加糖),bcode2,
桑椹酥 (5件),bcode2,
泰國100%全自然紅糖,bcode2,
泰國100%龍眼蜂蜜250g,bcode2,
泰國GABA發芽香米麵,bcode2,
泰國GABA發芽黑米麵,bcode2,
泰國GABA發芽糙米麵,bcode2,
